0;0.98359;1;
4;0.978162;0.997461;
8;0.963338;0.990061;
12;0.949198;0.974689;
16;0.94309;0.962653;
20;0.922201;0.95383;
24;0.932481;0.946326;
28;0.855963;0.876758;
